,Movie Name,Description,Genre,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross (in M)
508,Un prophète,A young Algerian man is sent to a French prison.,Crime,2009,155,7.9,90,96839,2.08
509,Låt den rätte komma in,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.",Crime,2008,114,7.9,82,211851,2.12
510,District 9,Violence ensues after an extraterrestrial race forced to live in slum-like conditions on Earth finds a kindred spirit in a government agent exposed to their biotechnology.,Action,2009,112,7.9,81,659924,115.65
511,The Wrestler,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",Drama,2008,109,7.9,80,298573,26.24
512,Jab We Met,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,Comedy,2007,138,7.9,0,50749,0.41
513,Boyhood,"The life of Mason, from early childhood to his arrival at college.",Drama            ,2014,165,7.9,100,346395,25.38
514,"4 luni, 3 saptamâni si 2 zile",A woman assists her friend in arranging an illegal abortion in 1980s Romania.,Drama            ,2007,113,7.9,97,58867,1.19
515,Star Trek,The brash James T. Kirk tries to live up to his father's legacy with Mr. Spock keeping him in check as a vengeful Romulan from the future creates black holes to destroy the Federation one planet at a time.,Action,2009,127,7.9,82,592757,257.73
516,In Bruges,"Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",Comedy,2008,107,7.9,67,406573,7.76
517,The Man from Earth,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,Drama,2007,87,7.9,0,182212,0
518,Letters from Iwo Jima,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",Action,2006,141,7.9,89,159168,13.76
519,The Fall,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",Adventure,2006,117,7.9,64,110309,2.28
520,Life of Pi,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.",Adventure,2012,127,7.9,79,605201,124.99
521,Fantastic Mr. Fox,An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,Animation,2009,87,7.9,83,216840,21
522,C.R.A.Z.Y.,"A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values.",Comedy,2005,129,7.9,81,32158,0
523,Les choristes,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.,Comedy,2004,97,7.9,56,60057,3.64
524,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",Action,2008,126,7.9,79,996159,318.41
525,Shaun of the Dead,"The uneventful, aimless lives of a London electronics salesman and his layabout roommate are disrupted by the zombie apocalypse.",Comedy,2004,99,7.9,76,536193,13.54
526,Kal Ho Naa Ho,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",Comedy,2003,186,7.9,54,66815,1.79
527,Gegen die Wand,"With the intention to break free from the strict familial restrictions, a suicidal young woman sets up a marriage of convenience with a forty-year-old addict, an act that will lead to an outburst of envious love.",Drama,2004,121,7.9,78,53134,0
528,Mystic River,The lives of three men who were childhood friends are shattered when one of them has a family tragedy.,Crime,2003,138,7.9,84,440946,90.14
529,Harry Potter and the Prisoner of Azkaban,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",Adventure,2004,142,7.9,82,589085,249.36
530,Ying xiong,"A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",Action,2002,120,7.9,85,178450,53.71
531,Sennen joyû,A TV interviewer and his cameraman meet a former actress and travel through her memories and career.,Animation,2001,87,7.9,70,26151,0.19
532,Hable con ella,Two men share an odd friendship while they care for two women who are both in deep comas.,Drama,2002,112,7.9,86,109489,9.28
533,No Man's Land,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",Comedy,2020,98,7.9,84,46283,1.06
534,Cowboy Bebop: Tengoku no tobira,"A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.",Animation,2001,115,7.9,61,46489,1
535,The Bourne Identity,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory.",Action,2002,119,7.9,68,528809,121.66
536,Nueve reinas,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"").",Crime,2000,114,7.9,80,51693,1.22
537,Children of Men,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",Action,2006,109,7.9,84,483781,35.55
538,Todo sobre mi madre,"Young Esteban wants to become a writer and also to discover the identity of his second mother, a trans woman, carefully concealed by his mother Manuela.",Drama            ,1999,101,7.9,87,93699,8.26
539,Almost Famous,A high-school boy in the early 1970s is given the chance to write a story for Rolling Stone magazine about an up-and-coming rock band as he accompanies them on their concert tour.,Adventure,2000,122,7.9,90,267232,32.53
540,Mulholland Dr.,"After a car wreck on the winding Mulholland Drive renders a woman amnesiac, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.",Drama,2001,147,7.9,85,341065,7.22
541,Shrek,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",Animation,2001,90,7.9,84,644310,267.67
542,Toy Story 2,"When Woody is stolen by a toy collector, Buzz and his friends set out on a rescue mission to save Woody before he becomes a museum toy property with his roundup gang Jessie, Prospector, and Bullseye.",Animation,1999,92,7.9,88,553542,245.85
543,Knockin' on Heaven's Door,"Two terminally ill patients escape from a hospital, steal a car and rush towards the sea.",Action,1997,87,7.9,0,29263,0
544,Boogie Nights,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",Drama            ,1997,155,7.9,85,253044,26.4
545,Mimi wo sumaseba,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.",Animation,1995,111,7.9,75,58046,0
546,Once Were Warriors,A family descended from Maori warriors is bedeviled by a violent father and the societal problems of being treated as outcasts.,Crime,1994,102,7.9,77,33057,2.2
547,True Romance,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",Crime,1993,119,7.9,59,218974,12.28
548,Trois couleurs: Bleu,A woman struggles to find a way to live her life after the death of her husband and child.,Drama,1993,94,7.9,85,97564,1.32
549,Jûbê ninpûchô,A vagabond swordsman is aided by a beautiful ninja girl and a crafty spy in confronting a demonic clan of killers - with a ghost from his past as their leader - who are bent on overthrowing the Tokugawa Shogunate.,Animation,1993,94,7.9,0,36292,0
550,Carlito's Way,"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",Crime,1993,144,7.9,65,210492,36.95
551,Edward Scissorhands,"An artificial man, who was incompletely constructed and has scissors for hands, leads a solitary life. Then one day, a suburban lady meets him and introduces him to her world.",Drama,1990,105,7.9,74,467455,56.36
552,My Left Foot: The Story of Christy Brown,"Christy Brown, born with cerebral palsy, learns to paint and write with his only controllable limb - his left foot.",Biography,1989,103,7.9,97,71946,14.74
553,Majo no takkyûbin,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",Animation,1989,103,7.9,83,135239,0
554,Crimes and Misdemeanors,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.,Comedy,1989,104,7.9,77,56828,18.25
555,The Untouchables,"During the era of Prohibition in the United States, Federal Agent Eliot Ness sets out to stop ruthless Chicago gangster Al Capone and, because of rampant corruption, assembles a small, hand-picked team to help him.",Crime,1987,119,7.9,79,297489,76.27
556,Hannah and Her Sisters,"Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.",Comedy,1986,107,7.9,90,69966,40.08
557,Brazil,A bureaucrat in a dystopic society becomes an enemy of the state as he pursues the woman of his dreams.,Drama,1985,132,7.9,84,196079,9.93
558,This Is Spinal Tap,"Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",Comedy,1984,82,7.9,92,135731,4.74
559,A Christmas Story,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift.",Comedy,1983,93,7.9,77,139019,20.61
560,The Blues Brothers,"Jake Blues rejoins with his brother Elwood after being released from prison, but the duo has just days to reunite their old R&B band and save the Catholic home where the two were raised, outrunning the police as they tear through Chicago.",Action,1980,133,7.9,60,192042,57.23
561,Manhattan,The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress.,Comedy,1979,96,7.9,83,137254,45.7
562,All That Jazz,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.",Drama,1979,123,7.9,72,30334,37.82
563,Dawn of the Dead,"Following an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia S.W.A.T. team members, a traffic reporter, and his television executive girlfriend seek refuge in a secluded shopping mall.",Horror,1978,127,7.9,71,117124,5.1
564,La montaña sagrada,"In a corrupt, greed-fueled world, a powerful alchemist leads a messianic character and seven materialistic figures to the Holy Mountain, where they hope to achieve enlightenment.",Adventure,1973,114,7.9,76,40815,0.06
565,Amarcord,A series of comedic and nostalgic vignettes set in a 1930s Italian coastal town.,Comedy,1973,123,7.9,0,42169,0.58
566,Le charme discret de la bourgeoisie,"A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.",Comedy            ,1972,102,7.9,93,41470,0.2
567,"Aguirre, der Zorn Gottes","In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",Action,1972,95,7.9,0,55333,0
568,Harold and Maude,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",Comedy,1971,91,7.9,62,75464,0
569,Patton,The World War II phase of the career of controversial American general George S. Patton.,Biography,1970,172,7.9,91,99371,61.7
570,The Wild Bunch,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",Action,1969,145,7.9,97,82193,12.06
571,Night of the Living Dead,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,Horror,1968,96,7.9,89,123828,0.09
572,The Lion in Winter,"1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a decision.",Biography,1968,134,7.9,0,30573,22.28
573,In the Heat of the Night,"A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.",Crime,1967,110,7.9,75,71504,24.38
574,In Cold Blood,"Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.",Biography,1967,134,7.9,89,25737,0
575,Charade,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,Comedy,1963,113,7.9,83,73891,13.47
576,The Manchurian Candidate,An American POW in the Korean War is brainwashed as an unwitting assassin for an international Communist conspiracy.,Drama,1962,126,7.9,94,73965,0
577,Spartacus,"The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.",Adventure,1960,197,7.9,87,130862,30
578,Hiroshima mon amour,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.,Drama,1959,90,7.9,0,30550,0.09
579,The Ten Commandments,"Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery.",Adventure,1956,220,7.9,0,67736,93.74
580,The Searchers,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm.,Adventure,1956,119,7.9,94,85995,0
581,East of Eden,"Two brothers in 1910s California struggle to maintain their strict, Bible-toting father's favor as an old secret about their long-absent mother comes to light.",Drama            ,1955,118,7.9,72,43996,0
582,The Big Heat,Tough cop Dave Bannion takes on a politically powerful crime syndicate.,Crime,1953,89,7.9,0,25734,0
583,Harvey,"Due to his insistence that he has an invisible six foot-tall rabbit for a best friend, a whimsical middle-aged man is thought by his family to be insane - but he may be wiser than anyone knows.",Comedy,1950,104,7.9,0,54429,0
584,The Asphalt Jungle,"A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.",Crime,1950,112,7.9,0,25754,0
585,Miracle on 34th Street,"After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken.",Comedy,1947,96,7.9,88,45064,2.65
586,The Big Sleep,"Private detective Philip Marlowe is hired by a wealthy family. Before the complex case is over, he's seen murder, blackmail, and what might be love.",Crime,1946,114,7.9,0,83348,6.54
587,La belle et la bête,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her.",Drama,1946,96,7.9,92,25769,0.3
588,The Lost Weekend,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.,Drama,1945,101,7.9,0,35719,9.46
589,Sullivan's Travels,Hollywood director John L Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.,Adventure,1941,90,7.9,0,25616,0
590,The Philadelphia Story,"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",Comedy,1940,112,7.9,96,66865,0
591,His Girl Friday,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,Comedy,1940,92,7.9,0,56685,0.3
592,Stagecoach,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process.,Adventure,1939,96,7.9,93,46855,0
593,Bringing Up Baby,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",Comedy            ,1938,102,7.9,91,59509,0
594,The Adventures of Robin Hood,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",Action,1938,102,7.9,97,49566,3.98
595,A Night at the Opera,A sly business manager and the wacky friends of two opera singers in Italy help them achieve success in America while humiliating their stuffy and snobbish enemies.,Comedy,1935,96,7.9,0,32049,2.54
596,King Kong,A film crew goes to a tropical island for an exotic location shoot and discovers a colossal ape who takes a shine to their female blonde star. He is then captured and brought back to New York City for public exhibition.,Adventure,1933,100,7.9,90,83164,10
597,Freaks,"A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.",Drama,1932,64,7.9,80,44785,0
598,Nosferatu,Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,Fantasy,1922,94,7.9,0,93363,0
599,The Gentlemen,"An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.",Action,2019,113,7.8,51,289273,0
600,Badla,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,Crime,2019,118,7.8,0,26051,1.86
601,Raazi,A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,Action,2018,138,7.8,0,28529,0
602,Sound of Metal,A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,Drama,2019,120,7.8,82,110327,0
603,Isle of Dogs,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.",Animation,2018,101,7.8,82,155687,32.02
604,Dunkirk,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",Action,2017,106,7.8,94,606932,188.37
605,Perfetti sconosciuti,"Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles.",Comedy,2016,96,7.8,0,61677,0
606,Paddington 2,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",Animation,2017,103,7.8,88,69135,40.44
607,Udta Punjab,A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,Action,2016,148,7.8,0,29154,0
608,Kubo and the Two Strings,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,Animation,2016,101,7.8,84,124524,48.02
609,Manchester by the Sea,A depressed uncle is asked to take care of his teenage nephew after the boy's father dies.,Drama            ,2016,137,7.8,96,265485,47.7
610,Under sandet,"In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",Drama,2015,100,7.8,75,39175,0.44
611,Rogue One,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",Action,2016,133,7.8,65,587522,532.18
612,Captain America: Civil War,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,Action,2016,147,7.8,75,721348,408.08
613,The Hateful Eight,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",Crime,2015,168,7.8,68,559749,54.12
614,Little Women,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.",Drama,2019,135,7.8,91,173990,108.1
615,Loving Vincent,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh (Robert Gulaczyk) to deliver the troubled artist's final letter and ends up investigating his final days there.",Animation,2017,94,7.8,62,55094,6.74
616,Pride,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984.,Biography,2014,119,7.8,79,54758,0
617,Nightcrawler,"When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.",Crime,2014,117,7.8,76,504111,32.38
618,Star Wars: Episode VII - The Force Awakens,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",Action,2015,138,7.8,80,892044,936.66
619,La grande bellezza,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",Drama            ,2013,141,7.8,86,85662,2.85
620,The Lunchbox,A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,Drama,2013,104,7.8,76,53926,4.23
621,Vicky Donor,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic.",Comedy,2012,126,7.8,0,41909,0.17
622,Big Hero 6,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",Animation,2014,102,7.8,74,434694,222.53
623,Kai po che!,Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,Drama,2013,130,7.8,40,35702,1.12
624,About Time,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",Comedy,2013,123,7.8,55,327203,15.32
625,English Vinglish,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.",Comedy,2012,134,7.8,0,35308,1.67
626,Kaze tachinu,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",Animation,2013,126,7.8,83,80280,5.21
627,La migliore offerta,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.,Crime,2013,131,7.8,49,114551,0.09
628,Moonrise Kingdom,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",Comedy,2012,94,7.8,84,335470,45.51
629,How to Train Your Dragon 2,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",Animation,2014,102,7.8,77,319853,177
630,The Big Short,"In 2006-2007 a group of investors bet against the US mortgage market. In their research, they discover how flawed and corrupt the market is.",Biography,2015,130,7.8,81,397369,70.26
631,Ang-ma-reul bo-at-da,A secret agent exacts revenge on a serial killer through a series of captures and releases.,Action,2010,144,7.8,67,122077,0.13
632,The Girl with the Dragon Tattoo,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",Crime,2011,158,7.8,71,445373,102.52
633,Captain Phillips,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",Adventure,2013,134,7.8,82,441663,107.1
634,Ajeossi,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,Action,2010,119,7.8,0,67084,0.01
635,Straight Outta Compton,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",Biography,2015,147,7.8,72,191009,161.2
636,The Irishman,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,Biography,2019,209,7.8,94,357837,7
637,Madeo,A mother desperately searches for the killer who framed her son for a girl's horrific murder.,Crime,2009,129,7.8,79,59749,0.55
638,Chugyeokja,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing.,Action,2008,125,7.8,64,63200,0
639,Moon,"Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish our planet's power problems.",Drama,2009,97,7.8,67,348110,5.01
640,The Hobbit: The Desolation of Smaug,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",Adventure,2013,161,7.8,66,627891,258.37
641,Das weiße Band - Eine deutsche Kindergeschichte,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",Drama,2009,144,7.8,82,71700,2.22
642,Män som hatar kvinnor,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,Crime,2009,152,7.8,76,213580,10.1
643,Skyfall,"James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",Action,2012,143,7.8,81,671834,304.36
644,The Trial of the Chicago 7,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",Drama,2020,129,7.8,76,162502,0
645,Druk,Four high school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.,Comedy,2020,117,7.8,79,120610,0
646,The Fighter,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.",Biography,2010,116,7.8,79,354011,93.62
647,Taken,"A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter, who has been kidnapped while on a trip to Paris.",Action,2008,90,7.8,51,584636,145
648,The Boy in the Striped Pyjamas,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",Drama,2008,94,7.8,55,205164,9.03
649,Once,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",Drama,2007,86,7.8,88,114180,9.44
650,The Hobbit: An Unexpected Journey,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.",Adventure,2012,169,7.8,58,787249,303
651,Auf der anderen Seite,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,Drama            ,2007,122,7.8,85,31678,0.74
652,Atonement,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,Drama,2007,123,7.8,85,266000,50.93
653,Drive,"An action drama about a mysterious Hollywood stuntman and mechanic who moonlights as a getaway driver, and finds himself in trouble when he helps out his neighbor.",Action,2011,100,7.8,78,602075,35.06
654,American Gangster,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",Biography,2007,157,7.8,76,410724,130.16
655,Avatar,A paraplegic Marine dispatched to the moon Pandora on a unique mission becomes torn between following his orders and protecting the world he feels is his home.,Action,2009,162,7.8,83,1167114,760.51
656,Mr. Nobody,"A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",Drama,2009,141,7.8,63,226145,0
657,Apocalypto,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",Action,2006,139,7.8,68,302258,50.87
658,Little Miss Sunshine,A family determined to get their young daughter into the finals of a beauty pageant take a cross-country trip in their VW bus.,Comedy,2006,101,7.8,80,458864,59.89
659,Hot Fuzz,"A skilled London police officer, after irritating superiors with his embarrassing effectiveness, is transferred to a village where the easygoing officers object to his fervor for regulations, as a string of grisly murders strikes the town.",Action,2007,121,7.8,81,486571,23.64
660,The Curious Case of Benjamin Button,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",Drama,2008,166,7.8,70,620508,127.51
661,Veer-Zaara,"Veer-Zaara is a saga of love, separation, courage and sacrifice. A love story that is an inspiration and will remain a legend forever.",Drama,2004,192,7.8,67,51424,2.92
662,Adams æbler,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.,Comedy,2005,94,7.8,51,48866,0
663,Pride & Prejudice,"Sparks fly when spirited Elizabeth Bennet meets single, rich, and proud Mr. Darcy. But Mr. Darcy reluctantly finds himself falling in love with a woman beneath his class. Can each overcome their own pride and prejudice?",Drama,2005,129,7.8,82,277588,38.41
664,The World's Fastest Indian,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.",Biography,2005,127,7.8,68,53707,5.13
665,Tôkyô goddofâzâzu,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",Animation,2003,90,7.8,73,35343,0.13
666,Serenity,The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,Action,2005,119,7.8,74,290623,25.51
667,Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.",Biography,2005,136,7.8,72,243375,119.52
668,Ondskan,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.",Drama            ,2003,113,7.8,61,37043,0.02
