,Movie Name,Description,Genre,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross (in M)
158,Chak De! India,"Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds.",Drama,2007,153,8.2,68,77957,1.11
159,Babam ve Oglum,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,Drama,2005,112,8.2,0,83862,0
160,There Will Be Blood,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business.",Drama            ,2007,158,8.2,93,552150,40.22
161,Pan's Labyrinth,"In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",Drama,2006,118,8.2,98,644076,37.63
162,Toy Story 3,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Animation,2010,103,8.2,92,793910,415
163,Black,"The cathartic tale of a young woman who can't see, hear or talk and the teacher who brings a ray of light into her dark world.",Drama            ,2005,122,8.2,0,34369,0.73
164,Batman Begins,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",Action,2005,140,8.2,70,1374902,206.85
165,"Swades: We, the People",A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.,Drama,2004,210,8.2,0,87691,1.22
166,Der Untergang,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",Biography,2004,156,8.2,82,344226,5.51
167,Hauru no ugoku shiro,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",Animation,2004,119,8.2,80,364020,4.71
168,A Beautiful Mind,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",Biography,2001,135,8.2,72,889901,170.74
169,Hera Pheri,"Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",Action,2000,156,8.2,0,63054,0
170,"Lock, Stock and Two Smoking Barrels","Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.",Action,1998,107,8.2,66,560208,3.9
171,L.A. Confidential,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",Crime,1997,138,8.2,90,558217,64.62
172,Eskiya,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.",Crime,1996,128,8.2,0,68354,0
173,Heat,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,Action,1995,170,8.2,76,616374,67.44
174,Casino,"A tale of greed, deception, money, power, and murder occur between two best friends: a mafia enforcer and a casino executive compete against each other over a gambling empire, and over a fast-living and fast-loving socialite.",Crime,1995,178,8.2,73,493463,42.44
175,Unforgiven,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""",Drama,1992,130,8.2,85,395754,101.16
176,Indiana Jones and the Last Crusade,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against Adolf Hitler's Nazis again to stop them from obtaining its powers.",Action,1989,127,8.2,65,723641,197.17
177,Tonari no Totoro,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",Animation,1988,86,8.2,86,315858,1.11
178,Die Hard,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,Action,1988,132,8.2,72,830143,83.01
179,Ran,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Action,1985,162,8.2,96,120672,4.14
180,Raging Bull,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",Biography,1980,129,8.2,89,338787,23.38
181,Höstsonaten,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.",Drama,1978,99,8.2,0,32215,0
182,Taxi Driver,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",Crime,1976,114,8.2,94,771204,28.26
183,The Message,This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,Biography,1976,177,8.2,0,46073,0
184,Sholay,"After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",Action,1975,204,8.2,0,54104,0
185,Monty Python and the Holy Grail,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Adventure,1975,91,8.2,91,521979,1.23
186,Chinatown,"A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder.",Drama,1974,130,8.2,92,312640,8.49
187,Anand,"The story of a terminally ill man who wishes to live life to the fullest before the inevitable occurs, as told by his best friend.",Drama,1971,122,8.2,0,33043,0
188,Z,The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.,Crime,1969,127,8.2,86,26596,0.08
189,Per qualche dollaro in più,Two bounty hunters with the same intentions team up to track down a Western outlaw.,Western            ,1965,132,8.2,74,246038,15
190,The Great Escape,Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,Adventure,1963,172,8.2,86,235778,12.1
191,To Kill a Mockingbird,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a black man against an undeserved rape charge, and his children against prejudice.",Crime,1962,129,8.2,88,306494,0
192,Yôjinbô,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Action,1961,110,8.2,93,118405,0
193,Judgment at Nuremberg,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.",Drama,1961,179,8.2,60,74438,0
194,Some Like It Hot,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Comedy,1959,121,8.2,98,256560,25
195,Smultronstället,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",Drama,1957,91,8.2,88,103334,0
196,Det sjunde inseglet,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",Drama,1957,96,8.2,88,177515,0
197,Dial M for Murder,A former tennis player tries to arrange his wife's murder after learning of her affair.,Crime,1954,105,8.2,75,168553,0.01
198,Tôkyô monogatari,"An old couple visit their children and grandchildren in the city, but receive little attention.",Drama            ,1953,136,8.2,0,58536,0
199,Rashômon,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",Crime,1950,88,8.2,98,161794,0.1
200,All About Eve,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,Drama            ,1950,138,8.2,98,127101,0.01
201,The Treasure of the Sierra Madre,Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.,Adventure,1948,126,8.2,98,120821,5.01
202,To Be or Not to Be,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",Comedy,1942,99,8.2,86,34508,0
203,The Gold Rush,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",Adventure,1925,95,8.2,0,107456,5.45
204,Sherlock Jr.,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",Action,1924,45,8.2,0,46731,0.98
205,Portrait de la jeune fille en feu,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",Drama,2019,122,8.1,95,80394,3.76
206,Pink,"When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",Crime,2016,136,8.1,0,43050,1.24
207,"Three Billboards Outside Ebbing, Missouri",A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,Comedy,2017,115,8.1,88,473535,54.51
208,Contratiempo,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,Crime,2016,106,8.1,0,163836,0
209,Ah-ga-ssi,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",Drama,2016,145,8.1,84,131397,2.01
210,Mommy,"A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.",Drama            ,2014,139,8.1,74,54605,3.49
211,Haider,"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.",Action,2014,160,8.1,0,52629,0.9
212,Logan,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",Action,2017,137,8.1,77,700107,226.28
213,Room,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",Drama,2015,118,8.1,86,397373,14.68
