,Movie Name,Description,Genre,Year of Release,Watch Time,Movie Rating,Meatscore of movie,Votes,Gross (in M)
774,Road to Perdition,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",Crime,2002,117,7.7,72        ,272248,104.45
775,Deadpool 2,"Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",Action,2018,119,7.7,66        ,591001,324.59
776,Black Hawk Down,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.",Action,2001,144,7.7,74        ,401433,108.64
777,Silver Linings Playbook,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",Comedy,2012,122,7.7,81        ,715085,132.09
778,Y tu mamá también,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",Drama            ,2001,106,7.7,89        ,124596,13.62
779,Ocean's Eleven,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously.,Crime,2001,116,7.7,74        ,582252,183.42
780,Training Day,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.,Action,2001,122,7.7,69        ,442753,76.63
781,The Game,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",Drama,1997,129,7.7,63        ,402696,48.32
782,Druk,Four high-school teachers consume alcohol on a daily basis to see how it affects their social and professional lives.,Comedy,2020,117,7.7,79        ,165703,0.0
783,A Few Good Men,Military lawyer Lieutenant Daniel Kaffee defends Marines accused of murder. They contend they were acting under orders.,Drama,1992,138,7.7,62        ,268826,141.34
784,Tangled,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",Animation,2010,100,7.7,71        ,460501,200.82
785,(500) Days of Summer,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.",Comedy,2009,95,7.7,76        ,522792,32.39
786,The Color Purple,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,Drama            ,1985,154,7.7,78        ,88710,98.47
787,Lost in Translation,A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo.,Comedy,2003,102,7.7,91        ,460652,44.59
788,The Machinist,An industrial worker who hasn't slept in a year begins to doubt his own sanity.,Drama,2004,101,7.7,61        ,395657,1.08
789,Apollo 13,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,Adventure,I) (,140,7.7,77        ,299426,173.84
790,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",Adventure,2000,107,7.7,69        ,316629,45.51
791,Blue Velvet,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",Crime,1986,120,7.7,76        ,202967,8.55
792,The Last of the Mohicans,Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,Action,1992,112,7.7,76        ,174048,75.51
793,Empire of the Sun,A young English boy struggles to survive under Japanese occupation of China during World War II.,Drama,1987,153,7.7,62        ,128018,22.24
794,Argo,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979.",Biography,2012,120,7.7,86        ,619056,136.03
795,Gravity,Two astronauts work together to survive after an accident leaves them stranded in space.,Drama,2013,91,7.7,96        ,832788,274.09
796,First Blood,A veteran Green Beret is forced by a cruel Sheriff and his deputies to flee into the mountains and wage an escalating one-man war against his pursuers.,Action,1982,93,7.7,61        ,257657,47.21
797,The Boy in the Striped Pajamas,"Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",Drama,2008,94,7.7,55        ,224045,9.03
798,The Lego Movie,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",Animation,2014,100,7.7,83        ,360972,257.76
799,Blazing Saddles,"In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.",Comedy,1974,93,7.7,73        ,142264,119.5
800,Sound of Metal,A heavy-metal drummer's life is thrown into freefall when he begins to lose his hearing.,Drama,2019,120,7.7,82        ,132064,0.0
801,The Count of Monte Cristo,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",Action,2002,131,7.7,61        ,140349,54.23
802,Lucky Number Slevin,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",Crime,2006,110,7.7,53        ,316486,22.49
803,Detachment,A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.,Drama            ,2011,98,7.7,52        ,88188,0.07
804,What's Eating Gilbert Grape,A young man in a small Midwestern town struggles to care for his mentally-disabled younger brother and morbidly obese mother while attempting to pursue his own happiness.,Drama            ,1993,118,7.7,73        ,240879,9.17
805,Man on Fire,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",Action,2004,146,7.7,47        ,367717,77.91
806,X: First Class,"In the 1960s, superpowered humans Charles Xavier and Erik Lensherr work together to find others like them, but Erik's vengeful pursuit of an ambitious mutant who ruined his life causes a schism to divide them.",Action,2011,131,7.7,65        ,698308,146.41
807,3:10 to Yuma,A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,Action,2007,122,7.7,76        ,316601,53.61
808,Midnight in Paris,"While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.",Comedy,2011,94,7.7,81        ,429347,56.82
809,Coraline,"An adventurous 11-year-old girl finds another world that is a strangely idealized version of her frustrating home, but it has sinister secrets.",Animation,2009,100,7.7,80        ,236358,75.29
810,Toy Story 4,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy.",Animation,2019,100,7.7,84        ,255644,434.04
811,Goldfinger,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",Action,1964,110,7.7,87        ,193330,51.08
812,The Fault in Our Stars,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.,Drama,2014,126,7.7,69        ,381897,124.87
813,Clerks,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.",Comedy            ,1994,92,7.7,70        ,225481,3.15
814,Halloween,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",Horror,1978,91,7.7,87        ,284766,47.0
815,Who Framed Roger Rabbit,A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,Animation,1988,104,7.7,83        ,204849,156.45
816,Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",Drama,1995,136,7.7,84        ,118339,43.18
817,As Good as It Gets,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",Comedy,1997,139,7.7,67        ,302990,148.48
818,When Harry Met Sally...,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",Comedy,1989,95,7.7,76        ,225357,92.82
819,Flipped,Two eighth-graders start to have feelings for each other despite being total opposites.,Comedy,I) (,90,7.7,45        ,91896,1.75
820,Wreck-It Ralph,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",Animation,2012,101,7.7,72        ,428968,189.42
821,The Boondock Saints,Two Irish Catholic brothers become vigilantes and wipe out Boston's criminal underworld in the name of God.,Action,1999,108,7.7,44        ,241427,0.03
822,The French Connection,"A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.",Action,1971,104,7.7,94        ,125289,15.63
823,The Theory of Everything,A look at the relationship between the famous physicist Stephen Hawking and his wife.,Biography,2014,123,7.7,71        ,457375,35.89
824,À bout de souffle,"A small-time thief steals a car and impulsively murders a motorcycle policeman. Wanted by the authorities, he reunites with a hip American journalism student and attempts to persuade her to run away with him to Italy.",Crime,1960,90,7.7,0,83463,0.34
825,Star Trek Into Darkness,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.",Action,2013,132,7.7,72        ,486381,228.78
826,Fried Green Tomatoes,A housewife who is unhappy with her life befriends an old lady at a nursing home and is enthralled by the tales she tells of people she used to know.,Drama            ,1991,130,7.7,64        ,76622,82.42
827,The Trial of the Chicago 7,"The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.",Drama,2020,129,7.7,76        ,180452,0.0
828,Glengarry Glen Ross,An examination of the machinations behind the scenes at a real estate office.,Crime,1992,100,7.7,82        ,108213,10.73
829,The Magnificent Seven,Seven gunfighters are hired by Mexican peasants to liberate their village from oppressive bandits.,Action,1960,128,7.7,74        ,96794,4.91
830,The Bourne Supremacy,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",Action,2004,108,7.7,73        ,468235,176.24
831,Happiness,"The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection.",Comedy,1998,134,7.7,81        ,71403,2.81
832,Black Narcissus,"A group of nuns struggle to establish a convent in the Himalayas, while isolation, extreme weather, altitude, and culture clashes all conspire to drive the well-intentioned missionaries mad.",Drama            ,1947,101,7.7,86        ,25647,0.0
833,Donnie Brasco,"An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.",Biography,1997,127,7.7,76        ,312863,41.91
834,Serpico,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,Biography,1973,130,7.7,81        ,125684,29.8
835,Bonnie and Clyde,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",Action,1967,111,7.7,86        ,114967,0.0
836,Roma,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,Drama            ,2018,135,7.7,96        ,161189,0.0
837,Naked,An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.,Comedy,1993,131,7.7,85        ,40728,1.77
838,Philadelphia,"When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.",Drama            ,1993,125,7.7,66        ,245527,77.32
839,Der Name der Rose,An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,Drama,1986,130,7.7,54        ,110605,7.15
840,The Dirty Dozen,"During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",Action,1967,150,7.7,73        ,75129,45.3
841,Billy Elliot,A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.,Drama,2000,110,7.7,74        ,137002,22.0
842,Kung fu,"In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf.",Action,2004,99,7.7,78        ,142343,17.11
843,The Verdict,"An outcast, alcoholic Boston lawyer sees the chance to salvage his career and self-respect by taking a medical malpractice case to trial rather than settling.",Drama            ,1982,129,7.7,77        ,41931,54.0
844,Adaptation.,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,Comedy,2002,115,7.7,83        ,195233,22.25
845,Star Trek II: The Wrath of Khan,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",Action,1982,113,7.7,68        ,123669,78.91
846,Dirty Harry,"When a madman calling himself ""the Scorpio Killer"" menaces the city, tough-as-nails San Francisco Police Inspector ""Dirty"" Harry Callahan is assigned to track down and ferret out the crazed psychopath.",Action,1971,102,7.7,87        ,159435,35.9
847,Ordinary People,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father and the guilt-ridden younger son.",Drama            ,1980,124,7.7,86        ,53430,54.8
848,Malcolm X,"Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam.",Biography,1992,202,7.7,73        ,96556,48.17
849,Evil Dead II,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,Comedy,1987,84,7.7,72        ,168037,5.92
850,"South Park: Bigger, Longer & Uncut","When Stan Marsh and his friends go see an R-rated movie, they start cursing and their parents think that Canada is to blame.",Animation,1999,81,7.7,73        ,207148,52.04
851,La grande bellezza,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.",Drama            ,2013,141,7.7,86        ,92605,2.85
852,Lola rennt,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks.",Action,1998,81,7.7,77        ,200963,7.27
853,Miller's Crossing,"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",Crime,1990,115,7.7,66        ,137022,5.08
854,Ray,"The story of the life and career of the legendary rhythm and blues musician Ray Charles, from his humble beginnings in the South, where he went blind at age seven, to his meteoric rise to stardom during the 1950s and 1960s.",Biography,I) (,152,7.7,73        ,150076,75.33
855,This Is England,"A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.",Crime,2006,101,7.7,86        ,123893,0.33
856,The Quiet Man,"A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",Comedy,1952,129,7.7,85        ,39683,10.55
857,Paprika,"When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.",Animation,2006,90,7.7,81        ,85600,0.88
858,La planète sauvage,"On a faraway planet where blue giants rule, oppressed humanoids rebel against their machine-like leaders.",Animation,1973,72,7.7,73        ,32799,0.19
859,Zulu,Outnumbered British soldiers do battle with Zulu warriors at Rorke's Drift.,Drama,1964,138,7.7,77        ,40258,0.0
860,Belle de jour,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,Drama,1967,100,7.7,0,45896,0.03
861,Kaze tachinu,"A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.",Animation,2013,126,7.7,83        ,88213,5.21
862,Finding Neverland,The story of Sir J.M. Barrie's friendship with a family who inspired him to create Peter Pan.,Biography,2004,106,7.7,67        ,207950,51.68
863,The Longest Day,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",Action,1962,178,7.7,75        ,56793,39.1
864,Me and Earl and the Dying Girl,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",Comedy,2015,105,7.7,74        ,133548,6.74
865,The Last Emperor,"Dramatization of China's last emperor, Puyi.",Biography,1987,163,7.7,76        ,105263,43.98
866,Fantasia,"A collection of animated interpretations of great works of Western classical music, ranging from the abstract to depictions of mythology and fantasy, and settings including the prehistoric, supernatural and sacred.",Animation,1940,124,7.7,96        ,98423,76.41
867,Beasts of No Nation,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.",Drama,2015,137,7.7,79        ,82912,0.08
868,Badlands,"An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands.",Action,1973,94,7.7,93        ,74365,0.0
869,Abre los ojos,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",Drama,1997,119,7.7,0,70432,0.37
870,Zwartboek,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",Drama,2006,145,7.7,71        ,77799,4.4
871,Perfetti sconosciuti,"Seven long-time friends meet for dinner. They decide to share their text messages, emails and phone calls. Secrets are unveiled. Harmony trembles.",Comedy,2016,96,7.7,0,66902,0.0
872,Short Cuts,The day-to-day lives of several suburban Los Angeles residents.,Comedy,1993,188,7.7,81        ,45613,6.11
873,Waking Life,A man shuffles through a dream meeting various people and discussing the meanings and purposes of the universe.,Animation,2001,99,7.7,83        ,65014,2.89
874,Kubo and the Two Strings,A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.,Animation,2016,101,7.7,84        ,131421,48.02
875,Ajeossi,A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,Action,2010,119,7.7,0,70991,0.01
876,La double vie de Véronique,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",Drama,1991,98,7.7,86        ,49934,2.0
877,Nebraska,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",Drama            ,2013,115,7.7,86        ,119520,17.65
878,The African Queen,"In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.",Adventure,1951,105,7.7,91        ,80107,0.54
879,Spoorloos,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",Mystery,1988,107,7.7,0,40219,0.0
880,Kurenai no buta,"In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.",Animation,1992,94,7.7,83        ,91975,0.0
881,Invasion of the Body Snatchers,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,Drama,1956,80,7.7,92        ,51347,0.0
882,Good Bye Lenin!,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",Comedy,2003,121,7.7,68        ,147831,4.06
883,Omoide no Marnie,"Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.",Animation,2014,103,7.7,72        ,42180,0.77
884,Cape Fear,A lawyer's family is stalked by a man he once helped put in jail.,Drama,1962,106,7.7,76        ,29965,0.0
885,Chun gwong cha sit,A couple take a trip to Argentina but both men find their lives drifting apart in opposite directions.,Drama,1997,96,7.7,70        ,30703,0.19
886,Night on Earth,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,Comedy,1991,129,7.7,68        ,61886,2.02
887,Le Petit Prince,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",Animation,2015,108,7.7,70        ,63323,1.34
888,Scarface,"An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",Action,1932,93,7.7,87        ,28679,0.0
889,Diarios de motocicleta,The dramatization of a motorcycle road trip Che Guevara went on in his youth that showed him his life's calling.,Adventure,2004,126,7.7,75        ,102301,16.78
890,The Broken Circle Breakdown,"Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial.",Drama,2012,111,7.7,70        ,41732,0.18
891,Lat sau san taam,A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,Action,1992,128,7.7,0,51490,0.0
892,Hedwig and the Angry Inch,A gender-queer punk-rock singer from East Berlin tours the U.S. with her band as she tells her life story and follows the former lover/band-mate who stole her songs.,Comedy,2001,95,7.7,85        ,36191,3.03
893,Wait Until Dark,A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,Thriller            ,1967,108,7.7,81        ,31567,17.55
894,A Man for All Seasons,"The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",Biography,1966,120,7.7,72        ,35244,28.35
895,Forushande,"While Ranaa and Emad, a married couple, are participating in a production of ""Death of a Salesman,"" she is assaulted in their new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.",Drama,2016,124,7.7,85        ,61567,2.4
896,Les triplettes de Belleville,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",Animation,2003,80,7.7,91        ,55243,7.0
897,Kokuhaku,A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,Drama,2010,106,7.7,0,40023,0.0
898,Ta'm e guilass,An Iranian man drives his car in search of someone who will quietly bury him under a cherry tree after he commits suicide.,Drama            ,1997,95,7.7,80        ,32293,0.31
899,Ondskan,"A teenage boy expelled from school for fighting arrives at a boarding school where the systematic bullying of younger students is encouraged as a means to maintain discipline, and decides to fight back.",Drama            ,2003,113,7.7,61        ,39597,0.02
900,Gongdong gyeongbi guyeok JSA,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened.",Action,2000,110,7.7,58        ,31506,0.0
901,Adams æbler,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.,Comedy,2005,94,7.7,51        ,51770,0.0
902,Yume,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.,Drama,1990,119,7.7,0,27142,1.96
903,Jules et Jim,Decades of a love triangle concerning two friends and an impulsive woman.,Drama,1962,105,7.7,97        ,42484,0.0
904,In America,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,Drama            ,2002,105,7.7,76        ,43513,15.54
905,Frost/Nixon,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,Biography,2008,122,7.7,80        ,109308,18.59
906,Down by Law,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state.",Comedy,1986,107,7.7,75        ,52570,1.44
907,Key Largo,"A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",Action,1948,100,7.7,0,41817,0.0
908,Das Experiment,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",Drama,2001,120,7.7,60        ,94531,0.14
909,The Breadwinner,"In 2001, Afghanistan is under the control of the Taliban. When her father is captured, a determined young girl disguises herself as a boy in order to provide for her family.",Animation,2017,94,7.7,78        ,26343,0.31
910,The Purple Rose of Cairo,"In 1935 New Jersey, a movie character walks off the screen and into the real world.",Comedy,1985,82,7.7,75        ,52526,10.63
911,Toki o kakeru shôjo,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own.",Animation,2006,98,7.7,66        ,67505,0.0
912,The Caine Mutiny,"When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",Drama,1954,124,7.7,63        ,28311,21.75
913,Joyeux Noël,"In December 1914, an unofficial Christmas truce on the Western Front allows soldiers from opposing sides of the First World War to gain insight into each other's way of life.",Drama,2005,116,7.7,70        ,30553,1.05
914,The Magdalene Sisters,Three young Irish women struggle to maintain their spirits while they endure dehumanizing abuse as inmates of a Magdalene Sisters Asylum.,Drama            ,2002,114,7.7,83        ,27593,4.89
915,Efter brylluppet,"A manager of an orphanage in India is sent to Copenhagen, Denmark, where he discovers a life-altering family secret.",Drama            ,2006,120,7.7,78        ,35308,0.41
916,The Muppet Christmas Carol,The Muppets present their own touching rendition of Charles Dickens' classic tale.,Comedy,1992,85,7.7,64        ,63599,27.28
917,Ma vie de Courgette,"After losing his mother, a young boy is sent to an orphanage with other orphans his age where he begins to learn the meaning of trust and true love.",Animation,2016,66,7.7,85        ,26402,0.29
918,Hana-bi,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions.",Crime,1997,103,7.7,0,31330,0.23
919,Le passé,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.",Drama,2013,130,7.7,85        ,49517,1.33
920,Love and Death,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",Comedy,1975,85,7.7,89        ,39189,0.0
921,Zelig,"""Documentary"" about a man who can look and act like whoever he's around, and meets various famous people.",Comedy            ,1983,79,7.7,0,42672,11.8
922,Auf der anderen Seite,A Turkish man travels to Istanbul to find the daughter of his father's former girlfriend.,Drama            ,2007,122,7.7,85        ,32535,0.74
923,Guillermo del Toro's Pinocchio,"A father's wish magically brings a wooden boy to life in Italy, giving him a chance to care for the child.",Animation,2022,117,7.6,79        ,78906,0.0
924,Once Upon a Time in Hollywood,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,Comedy,2019,161,7.6,83        ,754235,142.5
925,Harry Potter and the Sorcerer's Stone,"An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.",Adventure,2001,152,7.6,65        ,791175,317.58
926,American Psycho,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",Crime,2000,102,7.6,64        ,634903,15.07
927,The Fifth Element,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",Action,1997,126,7.6,52        ,479449,63.54
928,Superbad,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,Comedy            ,2007,113,7.6,76        ,588944,121.46
929,Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,Action,2015,121,7.6,82        ,437396,46.89
930,Minority Report,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",Action,2002,145,7.6,80        ,558314,132.07
931,Office Space,Three company workers who hate their jobs decide to rebel against their greedy boss.,Comedy            ,1999,89,7.6,68        ,271363,10.82
932,300,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,Action,2006,117,7.6,52        ,827311,210.61
933,Guardians of the Galaxy Vol. 2,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",Action,2017,136,7.6,67        ,690094,389.81
934,A Star Is Born,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,Drama,2018,136,7.6,88        ,390367,215.29
935,Moana,"In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",Animation,I) (,107,7.6,81        ,342596,248.76
936,RoboCop,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",Action,1987,102,7.6,70        ,263303,53.42
